officer_rank,target_role,rank_match_exact,branch_match,title_similarity,training_explicit_match,years_service,days_in_current_rank,role_popularity,prior_pool_prob,prior_title_prob,markov_2nd_order_prob,markov_3rd_order_prob,markov_avg_prob,target
Lieutenant,Instructor - Systems Design College / Post 1,1,1,0.0,0,4.4955509924709105,0.0,1.0,0.9846860643185299,0.2,0.0,0.0,0.03487569060773481,1
Lieutenant,Dy Director R&D - Structural Materials / Post 1,0,1,0.0,0,4.4955509924709105,0.0,1.0,0.004594180704441042,0.0,0.0,0.0,0.0003453038674033149,0
Lieutenant,Div Officer CS Gateway / Post 3,0,1,0.18096197554946905,0,4.4955509924709105,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,7.163323782234957e-06,0
Lieutenant,Staff Officer R&D - Deflector Shields / Post 3,1,0,0.034405905720015055,0,4.4955509924709105,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,7.163323782234957e-06,0
Lieutenant,Div Officer SS Meridian / Post 3,0,1,0.17837680551670648,0,4.4955509924709105,0.0,1.0,0.010719754977029096,0.0,0.0,0.0,7.163323782234957e-06,0
Lieutenant,Staff Officer SFHQ - Strategic Planning / Post 1,1,0,0.031708760920814996,0,4.4955509924709105,0.0,1.0,0.0,0.0,0.0,0.0,0.0003453038674033149,0
Lieutenant,Instructor - Warp Technology Institute / Post 1,1,1,0.0,0,4.503764544832307,0.0,1.0,0.9657142857142857,0.16666666666666666,0.0,0.0,0.03160200250312891,1
Lieutenant,Head of Deptt ISS Genesis / Post 5,0,1,0.0,0,4.503764544832307,0.0,1.0,0.017142857142857144,0.0,0.0,0.0,0.00031289111389236547,0
Lieutenant,Instructor - Starfleet Hull School / Post 14,1,0,0.0,0,4.503764544832307,0.0,1.0,0.9657142857142857,0.0,0.0,0.0,0.00031289111389236547,0
Lieutenant,Head of Deptt SS Daedalus / Post 5,0,1,0.0,0,4.503764544832307,0.0,1.0,0.005714285714285714,0.0,0.0,0.0,0.00031289111389236547,0
Lieutenant,Dy Director SFHQ - Strategic Planning / Post 8,0,1,0.0,0,4.503764544832307,0.0,1.0,0.9657142857142857,0.0,0.0,0.0,0.00031289111389236547,0
Lieutenant,Asst Manager Fleet Maintenance Wing Alpha / Post 9,1,1,0.0,0,4.503764544832307,0.0,1.0,0.017142857142857144,0.0,0.0,0.0,0.00031289111389236547,0
Lieutenant,Instructor - Advanced Systems College / Post 1,1,1,0.0,0,4.498288843258043,0.0,1.0,0.9657142857142857,0.3333333333333333,0.0,0.0,0.04599271402550091,1
Lieutenant,Div Officer SS Gateway / Post 3,0,1,0.1767285589647642,0,4.498288843258043,0.0,1.0,0.011428571428571429,0.0,0.0,0.0,7.163323782234957e-06,0
Lieutenant,Head of Deptt RS Gateway / Post 7,0,1,0.0,0,4.498288843258043,0.0,1.0,0.017142857142857144,0.0,0.0,0.0,0.0004553734061930783,0
Lieutenant,Staff Officer SFHQ - Resource Management / Post 1,1,1,0.028744159658717967,0,4.498288843258043,0.0,1.0,0.005714285714285714,0.0,0.0,0.0,0.0004553734061930783,0
Lieutenant,Snr Staff Officer Field HQ - Tactical Systems / Post 5,0,1,0.0286846514550936,0,4.498288843258043,0.0,1.0,0.9657142857142857,0.0,0.0,0.0,0.0004553734061930783,0
Lieutenant,Head of Deptt RS Pioneer / Post 3,0,1,0.0,0,4.498288843258043,0.0,1.0,0.017142857142857144,0.0,0.0,0.0,0.0004553734061930783,0
Lieutenant,Dy Manager Fleet Maintenance Wing Alpha / Post 1,1,1,0.03991012526744286,0,4.999315537303217,0.0,1.0,0.9846860643185299,0.09090909090909091,0.0,0.0,0.030643203883495146,1
Lieutenant,Head of Deptt USS Prometheus / Post 1,0,1,0.0,0,4.999315537303217,0.0,1.0,0.004594180704441042,0.0,0.0,0.0,0.00030339805825242716,0
Lieutenant,Manager Systems Maintenance Group Prime / Post 3,0,1,0.04296695919202616,0,4.999315537303217,0.0,1.0,0.0,0.0,0.0,0.0,0.00030339805825242716,0
Lieutenant,Instructor - Warp Technology Institute / Post 13,1,1,0.0,0,4.999315537303217,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,0.00030339805825242716,0
Lieutenant,Head of Deptt ISS Horizon / Post 2,0,1,0.0,0,4.999315537303217,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,0.00030339805825242716,0
Lieutenant,Instructor - Enlisted Technical School / Post 6,1,1,0.0,0,4.999315537303217,0.0,1.0,0.0,0.0,0.0,0.0,0.00030339805825242716,0
Lieutenant,Instructor - Starfleet Engineering Academy / Post 1,1,1,0.0,0,4.503764544832307,0.0,1.0,0.9846860643185299,0.3333333333333333,0.0,0.0,0.032622739018087855,1
Lieutenant,Div Officer ISS Genesis / Post 3,0,1,0.18811481912747355,0,4.503764544832307,0.0,1.0,0.010719754977029096,0.0,0.0,0.0,7.163323782234957e-06,0
Lieutenant,Training Officer - Starfleet Science Academy / Post 2,0,1,0.03764931292910595,0,4.503764544832307,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,0.00032299741602067185,0
Lieutenant,Instructor - Starfleet Hull School / Post 11,1,0,0.0,0,4.503764544832307,0.0,1.0,0.010719754977029096,0.0,0.0,0.0,0.00032299741602067185,0
Lieutenant,Head of Deptt SS Atlantis / Post 3,0,1,0.11067070919768089,0,4.503764544832307,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,0.00032299741602067185,0
Lieutenant,Instructor - Starfleet Engineering Academy / Post 6,1,0,0.0,0,4.503764544832307,0.0,1.0,0.010719754977029096,0.0,0.0,0.0,0.00032299741602067185,0
Lieutenant,Instructor - Starfleet Hull School / Post 1,1,1,0.0,0,4.501026694045175,0.0,1.0,0.9846860643185299,0.3333333333333333,0.0,0.0,0.05327004219409282,1
Lieutenant,Dy Director R&D - Hull Integrity / Post 4,0,1,0.0,0,4.501026694045175,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,0.0005274261603375527,0
Lieutenant,Asst Manager Dockyard Complex Two / Post 5,1,0,0.0,0,4.501026694045175,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,0.0005274261603375527,0
Lieutenant,Div Officer USS Endeavour / Post 1,0,1,0.36792458851655807,0,4.501026694045175,0.0,1.0,0.010719754977029096,0.0,0.0,0.0,7.163323782234957e-06,0
Lieutenant,Staff Officer Field HQ - Tactical Systems / Post 19,0,1,0.02832056586701934,0,4.501026694045175,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,0.0005274261603375527,0
Lieutenant,Head of Deptt ISS Horizon / Post 3,0,1,0.0,0,4.501026694045175,0.0,1.0,0.0,0.0,0.0,0.0,0.0005274261603375527,0
Lieutenant,Asst Manager Fleet Maintenance Wing Beta / Post 1,1,1,0.0,0,4.4955509924709105,0.0,1.0,0.9846860643185299,0.5,0.0,0.0,0.03746290801186943,1
Lieutenant,Manager Planetary Repair Depot One / Post 9,0,1,0.0,0,4.4955509924709105,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,0.000370919881305638,0
Lieutenant,Asst to Chief - Engineering / Post 5,0,1,0.0,0,4.4955509924709105,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,0.000370919881305638,0
Lieutenant,Dy Manager Hull Repair Yard Beta / Post 4,0,1,0.0,0,4.4955509924709105,0.0,1.0,0.010719754977029096,0.0,0.0,0.0,0.000370919881305638,0
Lieutenant,Head of Deptt RS Daedalus / Post 3,0,1,0.17346446403912022,0,4.4955509924709105,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,0.000370919881305638,0
Lieutenant,Head of Deptt USS Meridian / Post 3,0,1,0.0,0,4.4955509924709105,0.0,1.0,0.9846860643185299,0.0,0.0,0.0,0.000370919881305638,0
Lieutenant,Instructor - Fleet Technical Training Center / Post 1,1,1,0.0,0,4.503764544832307,0.0,1.0,0.9846860643185299,0.3333333333333333,0.0,0.0,0.03746290801186943,1
Lieutenant,Asst Manager Systems Maintenance Group Sigma / Post 7,1,1,0.0,0,4.503764544832307,0.0,1.0,0.004594180704441042,0.0,0.0,0.0,0.000370919881305638,0
Lieutenant,Head of Deptt SS Titan / Post 1,0,1,0.0,0,4.503764544832307,0.0,1.0,0.010719754977029096,0.0,0.0,0.0,0.000370919881305638,0
Lieutenant,Manager Starbase Support Command Gamma / Post 1,0,1,0.0,0,4.503764544832307,0.0,1.0,0.004594180704441042,0.0,0.0,0.0,0.000370919881305638,0
